cleaned_text,label,lexicon_label
wallahi gue cape bgt orang tolol buzzer voter goblok,cyberbullying,cyberbullying
untung komentar ga goblok si sadar kalo komentar udah banget alhamdulilah waras,cyberbullying,cyberbullying
biang kerok atur konyol prabowo jabat problematik pilih yg milih ya voters salah kalo org nyerang voters tolol amp,cyberbullying,cyberbullying
najis anjing goblok parasit lu kontollll,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
prabowo goblok ga ngerti ngurus negara cuih jijik banget gw,cyberbullying,cyberbullying
jga gitu tpi org goblok yg mimpin indo,cyberbullying,cyberbullying
rakyat negara goblok tenaga terampil alias lulus guru fokus nya asnakhirnya negara lulus produktif mental malas kerja santai gaji serius,cyberbullying,cyberbullying
goblok kagak ngapangapain tolol,cyberbullying,cyberbullying
tolol n goblok bngt sie lu anjing ga tau cerita manusia jd tuhan emak lu yg lonte bajing laknat ga ngajarin sejarah ma lu njing pantes dongo lu njing,cyberbullying,cyberbullying
lo ni udah semester bgst bikin makalah aja tuntun kaya anak smp anjing udah tau makalah beranta bodo gtu kumpul gtu aja kmrn tolol diketawain tar ama bu devi goblok,cyberbullying,cyberbullying
goblok bgt perintah skrg exist krn lu milih dongoooo kalo lu ga milih ya mrk menangggg elahhh zarry burikkkkkk,cyberbullying,cyberbullying
anjing goblok banget maling laku nyusahin tp bangga,cyberbullying,cyberbullying
goblok asuuu,cyberbullying,cyberbullying
negara goblok tolol ngurusin ruu tni saham lu noh,cyberbullying,cyberbullying
gk bank aja yg bnyak duit goblok,cyberbullying,cyberbullying
goblok bgt sumpah mo nakutin rakyat pake mobil tank anjg,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
caratland rencana dpr bawa ruu tni ngefangirling aja gue gabisa garagara wakil rakyat goblok ignorant tolol kayak were doomed udah,cyberbullying,cyberbullying
guys contoh pola pikir goblok,cyberbullying,cyberbullying
sender ngapain pilih goblok sorry ngegas undur aja ngerusak nama sekolah ujung blacklist imbas adek kelas amp,cyberbullying,cyberbullying
w presiden goblok bet ya saham aj njelasin faklah out w mampuslu ihsg dah gk ketulung indonesia mending invest,cyberbullying,cyberbullying
presiden goblok cepet lengser dah bijak udh gajelas ngeluarin statement bikin efek positive bikin emosi mulu heran,cyberbullying,cyberbullying
orang orang aja bikin badmood udah denger denger info magz ndusel prat brusan bgt aslam gue sial triple kill bgt goblok,cyberbullying,cyberbullying
goblok bego peak tolol dungu pandir bele engak ongok ndasmu wok,cyberbullying,cyberbullying
goblok bener anjing bela bajing pantes negara hancur,cyberbullying,cyberbullying
dasar polisi bajing suruh hapus video asu lu goblok mental rendah mending mati aja tolol,cyberbullying,cyberbullying
goblok bawa klw bom,cyberbullying,cyberbullying
pinggir dal,non-cyberbullying,non-cyberbullying
pinter skrng pads goblok,cyberbullying,cyberbullying
perintah goblok babi,cyberbullying,cyberbullying
jaman nabi perang lapar goblok ga hubung urus perut akidah tolol,cyberbullying,cyberbullying
hah konteks gw bunga ucap pas si kim cangcut fanmeet indo taun goblok bgt jir,cyberbullying,cyberbullying
rillll emang tu teliti dipake negara tetep goblok aja,cyberbullying,cyberbullying
laksmi goblok kayak presiden lu gue saham harga x lbr,cyberbullying,cyberbullying
sumpah otak mana yg msh dukung pedo dah gausah bawa indonesia goblok,cyberbullying,cyberbullying
ustadz radikal goblok bela anak nang mesjid salah jokowi,cyberbullying,cyberbullying
malu maluin ajg goblok lu,cyberbullying,cyberbullying
otak ko kontol ya pantes goblok,cyberbullying,cyberbullying
bacot goblok,cyberbullying,cyberbullying
yg ginian laris indonesia ga kurang stok orang goblok,cyberbullying,cyberbullying
bikin mie aja gagal kalo tolol tuh goblok,cyberbullying,cyberbullying
goblok orng goblok,cyberbullying,cyberbullying
lu ireng goblok,cyberbullying,cyberbullying
yg tweet itugue gabelain sibotak kesel org goblok sotau skip dah debat orang yg berstatement klo youtube media,cyberbullying,cyberbullying
dik orang tua goblok ustadz provokator goblok bela nama anak,cyberbullying,cyberbullying
ih goblok,cyberbullying,cyberbullying
milih prabowo oon gua kesel goblok,cyberbullying,cyberbullying
orang goblok orang goblok,cyberbullying,cyberbullying
ya iya oon lu manggil gua goblok gua ngomong lu pake bing gak lu doang kali bahasa emang tolo njir,cyberbullying,cyberbullying
apas goblok lu,cyberbullying,cyberbullying
woi gendut goblok,cyberbullying,cyberbullying
negoro goblok asu,cyberbullying,cyberbullying
said oca ga renti renti gw goblok goblokin dukung enol,cyberbullying,cyberbullying
goblok maksud sender,cyberbullying,cyberbullying
beneran goblok ragebait,cyberbullying,cyberbullying
goblok ih lee jinhoo banyak disuapin ama ksh,cyberbullying,cyberbullying
si eti ras staf latih fisik goblok cangkemmu,cyberbullying,cyberbullying
datengin goblok udah lokasi mana tinggal dateng kalo gentle dateng bawa opini lo tolol,cyberbullying,cyberbullying
sahur makan enak ngeliat orang kayak babi kayak anjing bloon goblok bego tolol orang sebloon idiot,cyberbullying,cyberbullying
org goblok kek lu jdnya emg cm ngablu sih,cyberbullying,cyberbullying
wkwk orang goblok asli udah tau mah krisis global beneran wajar ihsg turun drastis kemarin turun cuman indo doang saham negara gimana ya ijo,cyberbullying,cyberbullying
wkwkwk iq gorilla mah beda ama yg demo goblok ga cerna kalimat,cyberbullying,cyberbullying
goblok aki aki bau tanah berita gampang edit,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
laku ks dlm islam rajam potong peler cambuk lo tau ga engga krn lo goblok,cyberbullying,cyberbullying
yg nangkep lo goblok ngentot gausah sok pinter wkwkwkwk,cyberbullying,cyberbullying
astaga goblok dlm qrt bilang krn lg marak ks ibadah kasih opini shalatnya rumah aja smp aman smp lo ga ngertingerti krn lo jahil dlm agama ga ajar agama yg ngelarang perempuan shalat masjid,cyberbullying,cyberbullying
logika aja udah kacau hilang nyawa manusia goblok bener sakit lu psikopat,cyberbullying,cyberbullying
perintah gmn sihh goblok bgt ga becus anj kerja,cyberbullying,cyberbullying
mending klw lu g rujak editin foto lu lu fb aja fb yg bantu editin jgn goblok tweet apk umat hun antimainstream takut foto lu dijadiin bahan aicolay,cyberbullying,cyberbullying
anj goblok bgt dh,cyberbullying,cyberbullying
jahat bgt bisabisanya buat dzalim suci may u root in hell ye perintah goblok,cyberbullying,cyberbullying
goblok goblok,cyberbullying,cyberbullying
goblok bgt yg dibandingin ga apple to apple,cyberbullying,cyberbullying
berita goblok yg nulis narasi kek gaguna nulis,cyberbullying,cyberbullying
mending juta warga sipil mati orang koruptor goblok,cyberbullying,cyberbullying
lu goblok gak bedain negara diktator demokrasi negara demokrasi diktator,cyberbullying,cyberbullying
apasih anjing goblok,cyberbullying,cyberbullying
malu ihhh liat goblok nya,cyberbullying,cyberbullying
beneran goblok org kasi calon yg bener milih yg tolol,cyberbullying,cyberbullying
si kalo debat org yg gak sesuai isi kepala nya gampang bgt jari nya ngetik goblok tolol dongo si bot bogel problematik nih gak ngaca sebenrnya tolol kalah debat langsung protect akun ngeblock,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
orang garut goblok goblok,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
polisi goblok,cyberbullying,cyberbullying
ya elah biang kerok usak uang negara panggil luhut salah sebab kacau negeri situ emang ndasmu goblok keras kepala gk dengerin rakyatsemoga kau turun laknat prabowo krn sekutu org,cyberbullying,cyberbullying
fans indo belah mana deh anjir goblok bangettt,cyberbullying,cyberbullying
goblok nolong rakyat ga gin susah benci bego,cyberbullying,cyberbullying
gitu sadar gasih kalo goblok,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
wkwkw zar zar goblok gak udah udah ber terima kasih sambut bandara kerja polisi thailan wkwkwkwkwkwkwkkw goblok bener,cyberbullying,cyberbullying
guys yg milih kaga tobat mas goblok aja guys pada knp fenomena,cyberbullying,cyberbullying
isi cundang sok pintar goblok,cyberbullying,cyberbullying
malu maluin orang indon bodoh goblok tolol yg makan tuh pedofilchild grooming selamat puja makhluk yg manusia,cyberbullying,cyberbullying
woi goblok lu yg kontol eti maksud baek biar pikir realistis sepak bola faktor pengaruh main peluang jgn kalo kalah lu mencak nyerang akun orang goblok susah jelasih orang kayak lo,cyberbullying,cyberbullying
akwkkwkw goblok gm,cyberbullying,cyberbullying
benci bgt gw sm silence majority anying udah liat si wowo ga kompromi ga demokrasi pilih goblok bgt kasi juang reformasi merjuangin demokrasi juang pilih pimpin potensi balikin orba,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
goblok batesnya lu mah goblok unlimited,cyberbullying,cyberbullying
presiden aja lo goblok gimana pas jaman krismon habibie ngejabat presiden bukti dollar turun bilang presiden ga ngaruh zer buzzer,cyberbullying,cyberbullying
waris liga portugal wkwwk kau sama eredivisie serie a malaysianjing goblok,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
podcast lu ga mualaf ya krluar aja goblok gausah bacot ateis aja lu bebas padcast,cyberbullying,cyberbullying
dih goblok bat anjing mak lu gak kasih lu didik sih goblok,cyberbullying,cyberbullying
emg goblok kontol,cyberbullying,cyberbullying
goblok nyusahin masyarakat aja niat org usaha biar untung gara rampok seragam buntung moga rizkinya ganti allah ya dagang,cyberbullying,cyberbullying
klo udh tau gue goblok bginian tolong jgn digoblokin ga kasi ama gue yaa,cyberbullying,cyberbullying
hoax vidio udah klo goblok mh goblok aja cill,cyberbullying,cyberbullying
goblok banget si anjg,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
bank emas goblok,cyberbullying,cyberbullying
goblok wni bocil,cyberbullying,cyberbullying
jo nyol w ibawa konyol rusak ideologi negara keluarga rusak moral perintah t ernyata a ncur i q j,non-cyberbullying,non-cyberbullying
goblok pelihara tololll tolol,cyberbullying,cyberbullying
yg goblok,cyberbullying,cyberbullying
oslo oslo solo goblok rakyat indonesia goblok wajib musnah,cyberbullying,cyberbullying
wkwkwkw ga goblok kayak junjung si ipk,cyberbullying,cyberbullying
aduh opini goblok,cyberbullying,cyberbullying
goblok tu pedopil jg kaga peduli lu bikin gituan,cyberbullying,cyberbullying
orang goblok haus kuasa pimpin negri hancur lebur,cyberbullying,cyberbullying
kl nih negara bener gua bilang counter sue sih pegawai sm polisi tolol bikin invoice knp segitu cmn ya negara jg goblok jd yg hakim nnti jg ikut bikin invoice jt lg utk biaya sila,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
i understand him though enak aje temenan emg lu kata gue goblok syukur kasih trial gamau pacar ya tetep temenan kek pas pdkt,cyberbullying,cyberbullying
gak goblok aja yg mandang kau rendah,cyberbullying,cyberbullying
goblok pelihara kambing pelihara biar gemuk,cyberbullying,cyberbullying
rapat mewah kagak isi jabat super duper goblok,cyberbullying,cyberbullying
jt ganti rugi lapor polisi cek cctv jam kerja yg kepake ngurusin emg value nya sampe jt kl yg jt sih emg udh gk ush udh tau goblok dr makan rajin ajar biar gk jd pol,cyberbullying,cyberbullying
apas goblok,cyberbullying,cyberbullying
goblok dah an orang tele,cyberbullying,cyberbullying
fanbasenya goblok ya,cyberbullying,cyberbullying
sumpah goblok,cyberbullying,cyberbullying
gin sekolah indonesia goblok bangetz,cyberbullying,cyberbullying
sok sok pake english tp goblok,cyberbullying,cyberbullying
yes latih goblok striker mandul bek nya beban gol nya at some point inevitable gawang susah jaga kiper shining tim nya babak bur ga,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
goblok total maksimal,cyberbullying,cyberbullying
ego gak blok goblok,cyberbullying,cyberbullying
lu yg goblok ngurusin manda mulu ngafans lu,cyberbullying,cyberbullying
dasar otak goblok kalo pikir milu kalah menang cocok ndasmu milu tentu bagaimna bijak visidan misi pimpin indonesia depan kalo kyak gin otak ndasmu p,cyberbullying,cyberbullying
wercok udh goblok tukang fitnah tuk boong tukang klarifikasi tukang adu domba sempak dibayarin rakyat tingkah,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
yg nyuri konsep yg galak goblok,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
jabat gaji cari solusi dgaji pasrah jabat goblok,cyberbullying,cyberbullying
dih goblok gedung rakyat,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
umat islam tdk bingung yg pusing karisteng d taya tuhan jawabanya bp yg d sorga d lu pergi k greja nyembah nymbah yesus tuhan lu brapa gimana bp yesus sagat tdk jjur d b jawabanya j,non-cyberbullying,non-cyberbullying
goblok sih bilang bantu lidi blom sdh bantah,cyberbullying,cyberbullying
pake filter pake insto kak orang goblok yg nang pikir pake filter upload tiktok wkakakak,cyberbullying,cyberbullying
goblok pollihsg turun november capai puncak maret,cyberbullying,cyberbullying
nangisin fiksi gue paham nyambung cerita saji universe karakter nangisin idol gw oke parasosial nangisin capres bijak goblok kocak,cyberbullying,cyberbullying
goblok krucilll,cyberbullying,cyberbullying
kakeknye nang alam kubur tau anaknye goblok akibat salah gaul,cyberbullying,cyberbullying
wkwk narasi persis yg lempar buzzer emang pure goblok aja,cyberbullying,cyberbullying
goblok inbox balas dgn akun palsu,cyberbullying,cyberbullying
fans goblok ngaku yg ngirim,cyberbullying,cyberbullying
goblok lu,cyberbullying,cyberbullying
goblok bgt cas hp jam colok,cyberbullying,cyberbullying
goblok banget ga muslim yg suka maen sana blok goblok,cyberbullying,cyberbullying
emg goblok sih jamet,cyberbullying,cyberbullying
diiih goblok,cyberbullying,cyberbullying
lsm gerhana sih tai sampah tolol idiot sdm rendah miskin goblok,cyberbullying,cyberbullying
jamet goblok fun match aja seriusin,cyberbullying,cyberbullying
goblok ko aparat ya,cyberbullying,cyberbullying
minggu paham sub bab goblok bgt anjinggg pujo pujo,cyberbullying,cyberbullying
sok tolol goblokin orang nya goblok malu sih ya wkwkwk,cyberbullying,cyberbullying
tobat lu gue ma tutup akun ajha twitter gak orang goblok,cyberbullying,cyberbullying
emang busserrejim goblok lu tolak ukur pantesan jilat alias busserrejim,cyberbullying,cyberbullying
amit amit astagirullahh ih goblok dah ngajuin ruu tni emang tolol anjing gobloookkkkk tolakruutni,cyberbullying,cyberbullying
heh tolol dapet lu demo klo lo mikir tuker lo cari duit goblok gak cm demo demo,cyberbullying,cyberbullying
wawas kau perempuan dangkal dunia politik judi ajar selidik biar jgn goblok kali kau,cyberbullying,cyberbullying
mumpung imsak pln kontol anjingggggg bisa mati lampu udah jam malam sampe nyala anjing anjing udah kali mati lampu kontollllll goblok banget anjing,cyberbullying,cyberbullying
eh goblok banget dah gua,cyberbullying,cyberbullying
mampus lu akun kntol udh nunggu trus ganti latih abis nurunin ekspektasi lo yg goblok tolol si,cyberbullying,cyberbullying
oten goblok pikir gampang kelabu umat islam kamuflase kayak gimana tetep liat ya anjing,cyberbullying,cyberbullying
kau tni mulus lurus aja haha kau cari tadah motor curi pegang goblok,cyberbullying,cyberbullying
polisi goblok,cyberbullying,cyberbullying
gantung yg goblok muka muka d kokop ampe becek jijik gtuh yg cium normal sensual hot ga pake liur botol,cyberbullying,cyberbullying
orangorang ranknya ngestuck diepic legend tuh emang kaya kontol memekk anjing tai goblok tolol biadab dongo ga mikir anjinggg ngepick saber ngefeed ngepick main gitu mikirnya make kontol gimana coba,cyberbullying,cyberbullying
anjinggggg gue bikin gambar gue metahuman cakep banget goblok males bye,cyberbullying,cyberbullying
yg suka teriak teriak yaman yomin goblok ikut omong orang goblok jdi goblok jamaah kaga paham sejarah sekolah kaga,cyberbullying,cyberbullying
dengkul goblok,cyberbullying,cyberbullying
apas goblok bgt kalkulus ajggg,cyberbullying,cyberbullying
goblok bgttttt bacain chat pencet reactionnnn aaaaaakkk anj,cyberbullying,cyberbullying
goblok bgt anjinggg marah gw,cyberbullying,cyberbullying
emang goblok,cyberbullying,cyberbullying
goblok abis ngetweet blunder nya pake ai,cyberbullying,cyberbullying
goblok lu pd yg milih prabowo,cyberbullying,cyberbullying
tolol ga ganti klapot goblok ga motor gituin bising telinga,cyberbullying,cyberbullying
goblok awa kerjoan yo digolekno buapakmu ae atek ngomong ngunu,cyberbullying,cyberbullying
goblok ga ya kalo iyain,cyberbullying,cyberbullying
alah goblok gagal anjing tidur gua setan bgt nora lu gebar geber gitu monyet,cyberbullying,cyberbullying
monyet merem gebar geber setan lewat gua penggal bangsat lu jalan pribadi lu tai goblok bgt beneran bangsat lu geber geber gua berentiin bangsat,cyberbullying,cyberbullying
goblok banget anjing mati aja looooo,cyberbullying,cyberbullying
institusi lu budek buta goblok lu pikir korban kelompok lu gaada peran ayah lu pikir gapunya keluarga kalo korban polisi aja langsung sevpulici alah taek,cyberbullying,cyberbullying
jas gak sampe kkm iki sangking bacot e goblok,cyberbullying,cyberbullying
emang kaga goblok roadmap dipublish kemarin februari pas rapat dpr omong gak publish mana akun bola kongres ngga muncul pr,cyberbullying,cyberbullying
si goblok main kabur ae bill elu cok,cyberbullying,cyberbullying
ohh butuh joki goblok ya,cyberbullying,cyberbullying
bangsaat goblok,cyberbullying,cyberbullying
kalo circle gw udah gw pentok pentokin kepala aspal sadar kek lu anjing goblok sia tolol idiot,cyberbullying,cyberbullying
ya jalan pikir yg tempuh model goblok tolol idiot monyet gw kasi ama,cyberbullying,cyberbullying
palsu akte tanah sirabeeee tolol goblok suzuki anjing,cyberbullying,cyberbullying
temenku yg goblok in ak ngerasain jd posisi ak,cyberbullying,cyberbullying
sumpah fansnya goblok banget anjing,cyberbullying,cyberbullying
citra seremonial negara bakar api udah nyala dimanamana ae tutup mata goblok,cyberbullying,cyberbullying
duh pp duh goblok ga malak yg palak lawan wkwkwk,cyberbullying,cyberbullying
suzuki rudiyah sekinin torreee banget lu rendah keluarga gue dasar tukang fitnah goblok shirrriiii,cyberbullying,cyberbullying
gubernur goblok lengkap pikir kerja masyarakat tingkat aman layan,cyberbullying,cyberbullying
kalem ga pny bahan ngmg otak aja mgkn msh tinggal kantong baju goblok dasar buzzer dongok,cyberbullying,cyberbullying
bilang benci sogok dikit balik elaaah goblok,cyberbullying,cyberbullying
lagu blok goblok guduk pamer,cyberbullying,cyberbullying
ngapain lu ngasih poto ginian dasar kuli udh kuli dukung rezim buzzer goblok,cyberbullying,cyberbullying
syah emang goblok kasih contoh sederhana aja gak terima nya ali lahir dr orang tau kafir,cyberbullying,cyberbullying
bang gak goblok goblok dilulusin deh orang suap tolong jngn embat x aja rekrutmen tolong benah indo butuh aparat woi keparat,cyberbullying,cyberbullying
lu bilang kaya gitu normalisasi goblok bilang kaum lu otak kontol doang kasih pikir kasih logika kasih asa dipake kontol tolol,cyberbullying,cyberbullying
scroll dikit yah goblok scroll ett monyet emang perintah kontol,cyberbullying,cyberbullying
udah gua ngmong blok goblok gak peduli gantiin mending era gelap ban fifa dri pda tim momen acak,cyberbullying,cyberbullying
gas u dikatain goblok ga kenal orang tanyain,cyberbullying,cyberbullying
goblok hima ih,cyberbullying,cyberbullying
fakta goblok yg kau cuman fana halumu idiot,cyberbullying,cyberbullying
lu goblok,cyberbullying,cyberbullying
ngeliat anak yg snbp iri campur neng pas bilang kakak hidup mah realistis aja lu goblok gak ikut wkkwwk sampe keinget,cyberbullying,cyberbullying
akal akal siape dah twitter kalo block orang tuh tu orang liat tweet goblok lo tolol dongo,cyberbullying,cyberbullying
israel duduk asli palestina makhluk goblok yg gak paham suci mudah tipu maklum quran dipake ganjal pintu,cyberbullying,cyberbullying
nasihat goblok otak beda nyontek,cyberbullying,cyberbullying
ternak onta goblok loe tolol,cyberbullying,cyberbullying
welcome bahasa bayi tweet udin orang quotes jesika si orang finance kalimat goblok bela gt,cyberbullying,cyberbullying
goblok lo coba posisi idiot,cyberbullying,cyberbullying
nih gak ngerti basic ekonomi kayak emang datang gitu goblok,cyberbullying,cyberbullying
wkwkwkwkwk gin ya jd org goblok,cyberbullying,cyberbullying
wakil wkwkwk emang renta tolol goblok,cyberbullying,cyberbullying
ngang parkir goblok banget kompak,cyberbullying,cyberbullying
udah tolol dongo oon goblok bego mah gak layak manusia,cyberbullying,cyberbullying
goblok bgt yg udh pny istri stop dm ya anjir ewh,cyberbullying,cyberbullying
gue nyesel kagak berangkat caratland goblok,cyberbullying,cyberbullying
presiden gagal bikin lapang kerja ngurangin digedein kabinet biar gede ego bikin rakyat pinter goblok goblok goblok zalim banget lu ndut tuhan maaf kalo gue,cyberbullying,cyberbullying
eh goblok bgt nih org lengserin aja wkwkwk,cyberbullying,cyberbullying
goblok bangat adminnya,cyberbullying,cyberbullying
ah anjing goblok aja cewek tolol dunia,cyberbullying,cyberbullying
ugm universitas gembong mulyono universitas goblok mulyono kali yah,cyberbullying,cyberbullying
rendah rendah kali nilai pantes goblok najis cuihhhhhhhh,cyberbullying,cyberbullying
otak lu yg pakai bego rasi kyk gtu bayar sakit hati anak goblok gapunya otak gausah komen orang tua lu gw maki orang tolol bgt,cyberbullying,cyberbullying
goblok kerja bakti samain ama ruu tni woy tugas tni bantu rakyat tugas bladuss bin blooinnn,cyberbullying,cyberbullying
segitiga jengjet rak goblok ya anjir emang,cyberbullying,cyberbullying
dih anjing bgt goblok,cyberbullying,cyberbullying
goblok tuker nasib anjing,cyberbullying,cyberbullying
goblok uang damai hp nya dibalikin,cyberbullying,cyberbullying
kau tabur kau tuai akwoakwoakwoak bajerrrr kerja bikin narasi sesat ngancurin negara sok suci orang yg ngancem sampe ngelewatin batas mang kerja yg halal goblok gilir gin panik akwoakwk goblok buzzer,cyberbullying,cyberbullying
tembak goblok idiot tolol dongok misah misuh doang gada gera kesanny nyalahin si cewe cupu,cyberbullying,cyberbullying
ya jd warga sipil aehhh goblok,cyberbullying,cyberbullying
temenin poo cok lek galau asu males garai goblok ngene,cyberbullying,cyberbullying
kyk gabisa bgt goblok,cyberbullying,cyberbullying
iya liat klarifnya postnya sepi sadar sender ya tp emg dr konteks mikir cls doang sampe emosi dah org jg yg pd asumsi ngetroll tuh jg deh pd gagal imo kah p,non-cyberbullying,non-cyberbullying
gibran bodoh turut ttp pilih presiden goblok gibran,cyberbullying,cyberbullying
buka ruang ormas serius tentaratentaraan mah tinggal tunggu aja indonesia dgn duduk lbh dr jt tp jd negara belakang nambah yg miskin yg goblok jg jajah ya perintah,cyberbullying,cyberbullying
blok goblok,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
nek brarti goblok,cyberbullying,cyberbullying
benerin pikir lu goblok,cyberbullying,cyberbullying
ade armando megawati memilihmenunjuk tum pdip me ade elu goblok,cyberbullying,cyberbullying
ya cewek haid goblok lu ngerasain haid kaya gimana kaya gitu anjing aduh emosi,cyberbullying,cyberbullying
logika goblok emang kelas pimpin negara pikir cacat lu bawa mana sih wo negara ajaib banget njing logika pikir,cyberbullying,cyberbullying
udah tinggal aja goblok maksa amay ken main,cyberbullying,cyberbullying
goblok lu gak sadar,cyberbullying,cyberbullying
goblok undang rakyat kimak,cyberbullying,cyberbullying
kali riak goblok orang langgar lampu merah,cyberbullying,cyberbullying
goblok goblok orang goblok yaa goblok dasar goblok,cyberbullying,cyberbullying
orng kuliah nambah pinter nambah tolol goblok,cyberbullying,cyberbullying
lo dapet demo tolol gue buzzer gue nyadarin orang orang tolol kek lu mending kerja aja lu naikin potensi mampu lu biar dapet banefit dapet hidup yg ga cm demo demo lu aja msh gob,cyberbullying,cyberbullying
goblok bgt yg nyalahin seller paket lambat ekspedisi overload,cyberbullying,cyberbullying
lu goblok,cyberbullying,cyberbullying
ih ni org goblok banget dah,cyberbullying,cyberbullying
capek gw ama cowo tolol knp si gblk bgt ya allah muak gw ama cowo goblok,cyberbullying,cyberbullying
pick me anjeng ya lu harga dapet attention nya doang ya goblok,cyberbullying,cyberbullying
aja percaya goblok lupa kah babi sm mobil rental aja si lalaer jio bikin narasi yg nembak keroyok org makny nembak oercaya dgn buzzer m,cyberbullying,cyberbullying
ye goblok nikah aje lu tahan calon bini kalo lanjutin tolol sih,cyberbullying,cyberbullying
ya manusia kaya gin musim banget syukur goblok,cyberbullying,cyberbullying
orang goblok ngomong pertanggungjawaban pidana maaf,cyberbullying,cyberbullying
goblok lu ya,cyberbullying,cyberbullying
bela kontol mobil udh tembak goblok,cyberbullying,cyberbullying
bener gak wapres plis tuh goblok buka mata buzzer monyet,cyberbullying,cyberbullying
gilaaak ga rispek nya ya anjing sok cakep tai minimal temuin goblok,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
orang aja aku tafsir tuduh clear maki goblok loe sibuk nyepong,cyberbullying,cyberbullying
jam mikir sampe ndas kobong dadine taek tibakno lakar goblok ngajak ngajak,cyberbullying,cyberbullying
ga dukung suruh henti goblok,cyberbullying,cyberbullying
bodoh goblok bloon mata duit mesum bunuh anarkis tukang palak tukang manipulatif polisi indo thx,cyberbullying,cyberbullying
ya allah ngajarin gw hukum inter gw goblok banget bener yg jelasin lisan gw ngerti gw gabisa kalo kaya gin arrghh,cyberbullying,cyberbullying
hewan tolol kek lu hrus d gas biar tau klo lu it goblok,cyberbullying,cyberbullying
lha balas layak dibegituin isi goblok bela briefing udah muncul bungkus kritik,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
shin jaemin goblok kasi,cyberbullying,cyberbullying
bacot goblok lu aja kerja dicariin bapaklu tolol lu ngomong aib lu tuh tuh bongkar mending buka kaskus coli aja dah juta lapang kerja gin nih kalo monokotil bokepers petinggi eksekutif negara,cyberbullying,cyberbullying
goblok u tolol longor,cyberbullying,cyberbullying
ojk ikut goblok ekwkkw ancur skalian nanggung,cyberbullying,cyberbullying
suka bat goblokgoblokin orang gasadar goblok,cyberbullying,cyberbullying
fpi malak goblok,cyberbullying,cyberbullying
muak anjing fans opini goblok fhckk opini sampah iri lapor agens favorite lo ngundang war kpopies sampah,cyberbullying,cyberbullying
bobon goblok,cyberbullying,cyberbullying
goblok sok pinter,cyberbullying,cyberbullying
tengah berita aparat goblok bikin adem,cyberbullying,cyberbullying
udah cewe goblok muncul base,cyberbullying,cyberbullying
gak ajar jaman indra sjafri tour berjilidjilid emang goblok aja laku yg ngentotin usaha lolos pildun kalo gak bantu minimal gausah ganggu kakean taektaekan ancen wongwong iki,cyberbullying,cyberbullying
sakit reply nya komun ml goblok orang suka asumsi marah pantesan presiden lu wowok,cyberbullying,cyberbullying
si goblok hilang hp jam gin masuk dlem kolong tidur gue silent nih hp,cyberbullying,cyberbullying
polisi goblok,cyberbullying,cyberbullying
tua bangka buzzer goblok liat historical data emang udah hancur kemaren,cyberbullying,cyberbullying
goblok kagak banget orang orang stress pikir neng mirip miripin orang asing hadeh oon kecuali lu nyamain gue wonyoung gue terima ya anjing,cyberbullying,cyberbullying
jaman orang goblok guru orang pintar untung buntung,cyberbullying,cyberbullying
wkwk pura pura goblok aja,cyberbullying,cyberbullying
emang influencer uang indo yg kek kontol corong penting kelompok gue orang awam aja udah curiga gerakgeriknya liat banget briefing aneh orangorang goblok p,cyberbullying,cyberbullying
gw kesel gw kesel emang goblok sih wajar,cyberbullying,cyberbullying
goblok bin tolol dukung puja keluarga mulyana,cyberbullying,cyberbullying
enggk suka anti member bain idol jpop atur goblok karna cantik pandai hibur orang kayak sampah,cyberbullying,cyberbullying
eti mm goblok gmn ekspektasi ya krn udh ganti latih staff,cyberbullying,cyberbullying
goblok sender pancing emosi,cyberbullying,cyberbullying
goblok ya sok mengatasnamakan agama islam,cyberbullying,cyberbullying
goblok bgt njing,cyberbullying,cyberbullying
ngapain bawa twit orang yg g hubunganmya goblok lo yg tolol omon nanya nama awokwokok g nanya alamat kerja mana nomor ktp pin atm gw bapaklo sedih anak gob,cyberbullying,cyberbullying
andd gw pp rumahpasar km bom gw pergi masjid sekolah dll so bruh please cari tau ngatain orang goblok goblok,cyberbullying,cyberbullying
beda playlist version goblok noh si jendog version,cyberbullying,cyberbullying
goblok,cyberbullying,cyberbullying
